"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp"
2,677008,"Kjerstad, Heston",63,3.2,1,3,,4,2.002,0.765,0.394,2,2,99.8,33,2292,91.4,91,0,2,0,-0.29999999999999716,6.25,119,148,112,154,291,337,302,"-2","2"
2,683737,"Busch, Michael",352,0.6,1,3,,4,2.002,1.307,0.657,2,2,103.2,28.5,2202,80,81.1,0,2,0,1.0999999999999943,7.25,123,147,116,153,291,316,304,"-2","2"
2,664058,"Fletcher, David",209,1,1,3,,4,2.002,0.391,0.25,2,2,95.4,28,2074,83.5,83.1,0,2,0,-0.4000000000000057,6.05,119,151,110,148,292,315,292,"-3.1","3.1"
2,621563,"Wendle, Joey",1149,0.2,1,3,,4,2.002,0.871,0.495,2,2,101.3,30,2655,90.8,90.75,0,2,0,0,6.2,125,150,120,154,289,318,297,"-2.4","2.4"
2,570482,"Urshela, Gio",881,0.2,1,3,,4,2.002,1.131,0.624,2,2,100.1,28.5,2247,88.4,88.85,0,2,0,0.5,6.55,114,154,124,149,303,322,293,"-4.3","4.3"
2,679032,"Rojas, Johan",456,0.4,1,3,,4,2.002,0.659,0.414,2,2,97.8,26.5,1807,70.5,70.2,0,2,0,-0.29999999999999716,5.75,99,154,109,145,311,326,297,"-3.8","3.8"
2,660757,"Gonzalez, Oscar",667,0.3,1,3,,4,2.002,1.212,0.599,2,2,102.7,33,2503,84,84.75,0,2,0,0.8999999999999915,6.8,118,154,122,147,303,327,282,"-2.6","2.6"
2,641531,"Dozier, Hunter",344,0.6,1,3,,4,2.002,1.272,0.693,2,2,103.3,28.5,2251,92.3,92.65,0,2,0,0.4000000000000057,6.8,116,154,121,148,297,332,295,"-2","2"
2,623205,"Velazquez, Andrew",345,0.6,1,3,,4,2.002,1.186,0.664,2,2,100.8,27.5,2615,87.8,87.3,0,2,0,-0.5,6.3,119,150,125,155,276,325,297,"-2.1","2.1"
2,676480,"Barrero, Jose",584,0.3,1,3,,4,2.002,1.982,0.984,2,2,107.6,28.5,2165,92.4,93.3,0,2,0,0.8999999999999915,6.95,107,149,120,144,304,326,296,"-4","4"
2,663368,"Perkins, Blake",627,0.3,1,3,,4,2.002,0.792,0.44,2,2,97.7,29.5,2209,88.3,87.6,0,2,0,-0.7000000000000028,5.75,100,138,109,146,291,316,289,"-3.8","3.8"
2,693304,"Gonzales, Nick",433,0.5,1,3,,4,2.002,1.86,0.927,2,2,104.8,30,2337,91.8,92.45,0,2,0,0.6000000000000085,6.45,116,147,119,148,307,317,292,"-2.4","2.4"
2,665506,"Pache, Cristian",265,0.8,1,3,,4,2.002,1.691,0.869,2,2,104,28,2380,86.4,86.55,0,2,0,0.20000000000000284,6.9,96,148,119,144,292,318,288,"-3.4","3.4"
2,647351,"Toro, Abraham",69,2.9,1,3,,4,2.002,1.407,0.83,2,2,104.5,23.5,1902,88.4,88.9,0,2,0,0.5,6.8,106,142,120,151,294,329,291,"-3.7","3.7"
2,656308,"Chavis, Michael",375,0.5,1,3,,4,2.002,0.892,0.526,2,2,100.2,25.5,1926,82.6,82.75,0,2,0,0.29999999999999716,6.4,117,153,122,147,293,319,281,"-2.1","2.1"
2,678009,"Meadows, Parker",422,0.5,1,3,,4,2.002,0.851,0.493,2,2,103,30,2791,88,88.15,0,2,0,0.20000000000000284,6.5,124,148,112,155,297,318,295,"-3.5","3.5"
2,678225,"Bae, Ji Hwan",1391,0.1,1,3,,4,2.002,1.458,0.77,2,2,103.2,26.5,2227,91.7,92.25,0,2,0,0.5999999999999943,6.7,103,143,105,144,281,306,288,"-4.3","4.3"
2,682641,"Matos, Luis",842,0.2,1,3,,4,2.002,1.319,0.73,2,2,101.9,26,2233,92.4,92.6,0,2,0,0.29999999999999716,6.35,104,152,116,145,309,320,295,"-2.5","2.5"
2,678882,"Rafaela, Ceddanne",244,0.8,1,3,,4,2.002,0.661,0.336,2,2,97.5,38,2312,94.6,94.6,0,2,0,0,6.35,112,153,109,149,287,320,296,"-2","2"
2,656403,"Ellis, Drew",128,1.6,1,3,,4,2.002,1.522,0.802,2,2,103.7,27,2107,91.7,92.55,0,2,0,0.8999999999999915,6.5,103,152,120,145,311,333,304,"-2.9","2.9"
2,676946,"Batten, Matthew",392,0.5,1,3,,4,2.002,0.607,0.386,2,2,98.1,26.5,1868,83.5,84.25,0,2,0,0.7999999999999972,6.9,99,148,117,146,297,323,291,"-2.9","2.9"
2,624503,"Gordon, Nick",309,0.6,1,3,,4,2.002,1.233,0.615,2,2,101.5,30.5,2469,89.6,89.25,0,2,0,-0.29999999999999716,6.15,123,149,92,152,287,320,302,"-1.8","1.8"
2,669707,"Triolo, Jared",631,0.3,1,3,,4,2.002,1.397,0.849,2,2,106.7,21.5,1787,90.6,91.1,0,2,0,0.5,6.45,116,150,121,147,309,323,293,"-3.3","3.3"
2,663611,"Madrigal, Nick",1065,0.2,1,3,,4,2.002,0.438,0.273,2,2,96.4,31.5,2349,87.8,87.65,0,2,0,-0.09999999999999432,6.25,110,153,114,147,302,314,291,"-2","2"
2,680118,"Blanco, Dairon",484,0.4,1,3,,4,2.002,1.044,0.573,2,2,100.2,27,2253,82.8,82.95,0,2,0,0.20000000000000284,6.6,109,152,108,148,296,318,282,"-2","2"
2,669289,"Espinal, Santiago",957,0.2,1,3,,4,2.002,0.752,0.374,2,2,100,34,2342,86,85.85,0,2,0,-0.20000000000000284,6.55,100,154,119,145,295,325,287,"-2.4","2.4"
2,641505,"Davis, Jonathan",419,0.5,1,3,,4,2.002,1.207,0.637,2,2,101,29.5,2347,91.5,92.65,0,2,0,1.2000000000000028,6.75,107,152,107,149,305,319,295,"-1.9","1.9"
2,543685,"Rendon, Anthony",762,0.3,1,3,,4,2.002,1.619,0.848,2,2,104.9,29.5,2281,92.1,92.05,0,2,0,0,6.4,119,150,120,145,315,324,302,"-3.3","3.3"
2,666703,"Rosario, Eguy",106,1.9,1,3,,4,2.002,1.461,0.81,2,2,104.8,26,2251,90.7,89.95,0,2,0,-0.7000000000000028,5.95,112,154,114,150,293,329,296,"-2","2"
2,622569,"Reyes, Pablo",654,0.3,1,3,,4,2.002,1.692,0.924,2,2,106.2,23.5,2312,97.3,98,0,2,0,0.7000000000000028,6.65,95,149,108,145,293,317,295,"-4.9","4.9"
2,663630,"McKenna, Ryan",515,0.4,1,3,,4,2.002,1.146,0.699,2,2,103.4,27,2326,92.6,92.45,0,2,0,-0.09999999999999432,6.25,101,148,116,144,300,317,271,"-3.4","3.4"
2,572816,"Dickerson, Corey",546,0.4,1,3,,4,2.002,1.357,0.726,2,2,103.6,25,2244,94.3,95.35,0,2,0,1,6.9,102,136,115,149,288,326,298,"-3.6","3.6"
2,656669,"Luplow, Jordan",321,0.6,1,3,,4,2.002,1.046,0.554,2,2,101.8,32.5,2043,93.1,93.55,0,2,0,0.4000000000000057,6.6,98,150,122,143,311,335,292,"-2.7","2.7"
2,545350,"Marisnick, Jake",321,0.6,1,3,,4,2.002,1.349,0.675,2,2,104.2,33.5,2416,87.7,87.05,0,2,0,-0.7000000000000028,5.95,99,139,115,134,301,330,299,"-3.7","3.7"
2,488726,"Brantley, Michael",162,1.2,1,3,,4,2.002,0.202,0.114,2,2,96.2,38,2524,85.4,84.95,0,2,0,-0.4000000000000057,6.05,108,147,135,153,289,328,297,"-2.7","2.7"
2,660766,"Yepez, Juan",182,1.1,1,3,,4,2.002,0.992,0.517,2,2,101.6,30,2159,81.4,81.85,0,2,0,0.3999999999999915,6.25,115,153,119,147,307,334,293,"-2","2"
2,689172,"Wisely, Brett",531,0.4,1,3,,4,2.002,1.315,0.667,2,2,101.8,31,2295,91.1,91.7,0,2,0,0.6000000000000085,6.9,127,147,102,147,294,323,301,"-3.5","3.5"
2,605113,"Ahmed, Nick",776,0.3,1,3,,4,2.002,1.513,0.766,2,2,103.9,29.5,2484,84.9,84.85,0,2,0,-0.10000000000000853,6.2,102,153,118,147,300,318,297,"-2.8","2.8"
2,543333,"Hosmer, Eric",407,0.5,1,3,,4,2.002,1.805,0.953,2,2,107,23.5,2246,92.4,92.6,0,2,0,0.29999999999999716,6.2,125,148,124,154,294,319,300,"-1.9","1.9"
2,664247,"Garlick, Kyle",120,1.7,1,3,,4,2.002,1.661,0.824,2,2,103.6,30.5,2431,80.9,80.85,0,2,0,-0.10000000000000853,6.1,115,154,120,149,302,327,289,"-1.9","1.9"
2,641525,"Dixon, Brandon",313,0.6,1,3,,4,2.002,1.812,0.93,2,2,105.2,26,1855,90.1,91.1,0,2,0,1,6.6,118,153,124,147,312,329,308,"-2","2"
2,676356,"Deluca, Jonny",167,1.2,1,3,,4,2.002,1.192,0.605,2,2,101.8,31.5,2188,86.2,86.15,0,2,0,0,6.1,116,149,121,147,306,324,293,"-3.1","3.1"
1,678545,"Basabe, Osleivis",300,0.3,1,3,,4,2.002,1.126,0.574,1,1,102.2,33,2681,86.7,86.4,0,1,0,-0.29999999999999716,6.1,118,151,130,146,311,331,294,"-3.6","3.6"
1,640492,"Azocar, José",285,0.4,1,3,,4,2.002,1.963,0.969,1,1,106.9,29,1904,76.9,77,0,1,0,0.09999999999999432,6.3,112,150,110,149,305,313,286,"-2.7","2.7"
1,663527,"Nevin, Tyler",400,0.3,1,3,,4,2.002,1.775,0.934,1,1,105.4,25,2245,89.2,89.5,0,1,0,0.29999999999999716,6.2,86,150,122,141,303,309,276,"-1.7","1.7"
1,571466,"Barnhart, Tucker",503,0.2,1,3,,4,2.002,1.364,0.706,1,1,102.5,29,2171,95.8,97.2,0,1,0,1.4000000000000057,7,116,147,100,149,285,310,303,"-1","1"
1,671218,"Ramos, Heliot",213,0.5,1,3,,4,2.002,1.791,0.969,1,1,110.1,21,2207,92,93.2,0,1,0,1.2000000000000028,7.1,119,153,111,150,294,319,294,"-0.9","0.9"
1,686531,"Lipcius, Andre",117,0.9,1,3,,4,2.002,0.756,0.36,1,1,99.1,32,2221,79.8,81,0,1,0,1.2000000000000028,6.7,87,149,120,147,299,332,289,"-1.9","1.9"
1,691026,"Winn, Masyn",385,0.3,1,3,,4,2.002,0.127,0.063,1,1,100.2,44,1415,81.1,81.6,0,1,0,0.5,6.4,117,153,110,146,326,323,289,"-1.1","1.1"
1,624512,"McGuire, Reese",725,0.1,1,3,,4,2.002,1.355,0.797,1,1,104.2,23,2485,93.6,93.6,0,1,0,0,6.2,124,147,98,154,283,316,298,"-1","1"
1,664702,"Straw, Myles",1920,0.1,1,3,,4,2.002,0.542,0.303,1,1,96.8,30,2591,95.5,95.9,0,1,0,0.4000000000000057,6.8,89,152,102,148,290,311,282,"-1","1"
1,641313,"Anderson, Tim",1850,0.1,1,3,,4,2.002,2.004,0.991,1,1,108.2,29,2111,90.1,91.9,0,1,0,1.8000000000000114,7.2,107,153,122,146,307,317,290,"-0.9","0.9"
1,608385,"Winker, Jesse",831,0.1,1,3,,4,2.002,1.975,0.971,1,1,107.1,30,2160,93,93.8,0,1,0,0.7999999999999972,6.8,86,145,131,150,295,312,295,"-1.5","1.5"
1,622110,"Duffy, Matt",698,0.1,1,3,,4,2.002,1.355,0.797,1,1,104.4,23,2331,91.5,92.8,0,1,0,1.2999999999999972,6.9,86,150,128,150,303,319,290,"-1.8","1.8"
1,663898,"Rodgers, Brendan",522,0.2,1,3,,4,2.002,1.705,0.854,1,1,104.6,32,2258,93.6,93,0,1,0,-0.5999999999999943,6,110,152,113,149,302,317,290,"-1","1"
1,553882,"Narváez, Omar",521,0.2,1,3,,4,2.002,1.204,0.62,1,1,101.4,29,2434,86.1,87.3,0,1,0,1.2000000000000028,6.9,125,150,132,153,291,326,306,"-1","1"
1,595978,"Hedges, Austin",735,0.1,1,3,,4,2.002,0.547,0.306,1,1,99.6,36,2104,78,77.6,0,1,0,-0.4000000000000057,5.6,113,154,117,150,294,323,282,"-1","1"
1,621311,"Dahl, David",31,3.2,1,3,,4,2.002,1.611,0.886,1,1,103.8,25,1072,86.8,85.3,0,1,0,-1.5,5.9,123,149,126,154,284,307,288,"-1","1"
1,669369,"Johnson, Bryce",176,0.6,1,3,,4,2.002,1.611,0.886,1,1,104.4,25,2377,94.6,93.4,0,1,0,-1.1999999999999886,5.9,119,149,114,150,278,317,304,"-1","1"
1,542364,"Ortega, Rafael",479,0.2,1,3,,4,2.002,0.621,0.349,1,1,97.1,31,2131,89.4,90.4,0,1,0,1,6.8,106,151,104,151,300,322,303,"-1.7","1.7"
1,656484,"Gray, Tristan",21,4.8,1,3,,4,2.002,1.551,0.777,1,1,103.8,32,2172,98.4,98.8,0,1,0,0.3999999999999915,6.5,120,147,134,153,287,326,304,"-1.1","1.1"
1,605612,"Castro, Harold",982,0.1,1,3,,4,2.002,1.904,0.957,1,1,106.1,27,2027,90.1,90.8,0,1,0,0.7000000000000028,6.7,125,149,111,154,283,318,304,"-1","1"
1,665833,"Cruz, Oneil",162,0.6,1,3,,4,2.002,2.018,0.997,1,1,111.1,25,,101.3,101.7,0,1,0,0.4000000000000057,7,123,147,127,152,290,324,297,"-0.9","0.9"
1,663796,"Montes, Coco",141,0.7,1,3,,4,2.002,0.718,0.454,1,1,98.3,26,2417,79.3,80.2,0,1,0,0.9000000000000057,6.6,85,150,104,142,300,327,280,"-1.6","1.6"
1,608671,"Jankowski, Travis",1107,0.1,1,3,,4,2.002,0.756,0.36,1,1,99.4,32,2054,92.5,93.1,0,1,0,0.5999999999999943,6.9,120,144,95,145,282,313,286,"-2.1","2.1"
1,666176,"Adell, Jo",104,1,1,3,,4,2.002,2,1,1,1,117.2,28,2115,91.1,90,0,1,0,-1.0999999999999943,5.9,114,153,120,148,306,329,301,"-1","1"
1,641796,"Locastro, Tim",158,0.6,1,3,,4,2.002,1.659,0.889,1,1,103.6,26,2196,93.1,92.9,0,1,0,-0.19999999999998863,6,96,143,87,146,298,327,296,"-1","1"
1,682515,"Porter, Logan",65,1.5,1,3,,4,2.002,1.52,0.831,1,1,103.1,26,2294,85,87.2,0,1,0,2.200000000000003,7.5,112,154,115,150,301,327,301,"-1.1","1.1"
1,642851,"Wynns, Austin",538,0.2,1,3,,4,2.002,0.375,0.189,1,1,97,34,2758,83.4,83.5,0,1,0,0.09999999999999432,6.3,110,152,115,149,308,324,280,"-1","1"
1,666197,"Kessinger, Grae",164,0.6,1,3,,4,2.002,1.826,0.937,1,1,106.5,26,2331,76.1,76.9,0,1,0,0.8000000000000114,7,115,151,125,146,288,328,289,"-1","1"
1,679881,"Martínez, J.P.",173,0.6,1,3,,4,2.002,1.772,0.871,1,1,104.4,29,2299,92,94.1,0,1,0,2.0999999999999943,7.4,130,148,146,154,292,320,293,"-1","1"
1,676391,"Clement, Ernie",155,0.6,1,3,,4,2.002,1.67,0.886,1,1,105.4,24,2054,91.3,91.7,0,1,0,0.4000000000000057,6.1,120,153,93,146,320,333,307,"-1","1"
1,670032,"Lopez, Nicky",972,0.1,1,3,,4,2.002,0.921,0.531,1,1,101,32,1585,60.2,57.2,0,1,0,-3,3.9,130,148,121,154,297,323,297,"-2.5","2.5"
1,669742,"Hall, Darick",205,0.5,1,3,,4,2.002,1.086,0.571,1,1,99.8,29,2781,84.2,84.1,0,1,0,-0.10000000000000853,6.5,120,147,95,154,296,321,310,"-1","1"
1,669224,"Wells, Austin",194,0.5,1,3,,4,2.002,1.943,0.971,1,1,106.7,27,1136,83.9,84.6,0,1,0,0.6999999999999886,6.5,125,147,123,153,287,322,289,"-1","1"
1,595751,"Alfaro, Jorge",175,0.6,1,3,,4,2.002,1.459,0.783,1,1,103.1,28,2648,80.5,80.9,0,1,0,0.4000000000000057,6.4,121,152,128,149,292,318,285,"-2.6","2.6"
1,444489,"Piña, Manny",47,2.1,1,3,,4,2.002,0.705,0.409,1,1,99.8,34,2293,95.1,95.9,0,1,0,0.8000000000000114,6.8,109,153,125,151,263,323,284,"-1","1"
1,621458,"Ríos, Edwin",153,0.7,1,3,,4,2.002,1.892,0.983,1,1,109.1,23,2055,94.6,95.5,0,1,0,0.9000000000000057,6.6,87,133,130,149,289,324,309,"-1.7","1.7"
1,664954,"Sullivan, Brett",214,0.5,1,3,,4,2.002,1.11,0.589,1,1,99.7,28,2364,90.4,89.7,0,1,0,-0.7000000000000028,6.1,86,148,127,150,277,318,291,"-1.9","1.9"
1,663905,"Blankenhorn, Travis",136,0.7,1,3,,4,2.002,1.72,0.854,1,1,104.2,28,2588,97.3,97.7,0,1,0,0.4000000000000057,6.5,127,146,117,153,292,305,311,"-1","1"
1,663609,"Baker, Luken",271,0.4,1,3,,4,2.002,1.612,0.849,1,1,103,27,2698,84.7,86.2,0,1,0,1.5,7.2,108,150,124,150,302,320,286,"-1","1"
1,667472,"Myers, Dane",262,0.4,1,3,,4,2.002,0.542,0.337,1,1,96.8,27,2630,81.4,82.4,0,1,0,1,7.2,112,149,105,149,298,305,288,"-1","1"
1,641645,"Guillorme, Luis",471,0.2,1,3,,4,2.002,0.796,0.431,1,1,99.4,31,2108,87,87,0,1,0,0,6.3,88,136,92,147,283,308,312,"-1.6","1.6"
1,621545,"Remillard, Zach",531,0.2,1,3,,4,2.002,0.919,0.517,1,1,99.1,28,2336,90.8,93.1,0,1,0,2.299999999999997,7.3,112,153,106,149,304,325,281,"-1","1"
1,666915,"Dalbec, Bobby",126,0.8,1,3,,4,2.002,1.804,0.883,1,1,107,33,2353,90.4,90.9,0,1,0,0.5,6.5,119,155,127,147,308,337,307,"-1","1"
1,696100,"Goodman, Hunter",249,0.4,1,3,,4,2.002,1.322,0.86,1,1,110.8,19,2045,91.9,94.1,0,1,0,2.1999999999999886,7.1,87,143,116,141,309,345,313,"-1.8","1.8"
1,676724,"Young, Jared",157,0.6,1,3,,4,2.002,2.016,0.997,1,1,109.4,28,2330,93.7,94.7,0,1,0,1,6.9,124,148,137,154,278,303,306,"-1.1","1.1"
1,663550,"Cabbage, Trey",215,0.5,1,3,,4,2.002,2,1,1,1,112.8,32,2302,94,95.2,0,1,0,1.2000000000000028,6.8,117,148,128,150,307,321,303,"-0.9","0.9"
1,694384,"Schanuel, Nolan",438,0.2,1,3,,4,2.002,1.438,0.743,1,1,103.5,30,2057,94.1,95.9,0,1,0,1.8000000000000114,7.5,126,148,94,153,304,322,300,"-1","1"
1,686452,"Millas, Drew",90,1.1,1,3,,4,2.002,1.3,0.657,1,1,103.3,32,2691,82.1,82.4,0,1,0,0.30000000000001137,6.2,128,148,129,154,291,306,302,"-1.1","1.1"
1,543592,"Nola, Austin",633,0.2,1,3,,4,2.002,1.276,0.823,1,1,104.6,22,2223,96,94.9,0,1,0,-1.0999999999999943,5.3,,,,,,,,"-1.4","1.4"
1,687462,"Horwitz, Spencer",158,0.6,1,3,,4,2.002,1.746,0.869,1,1,103.5,30,2235,92.1,92.3,0,1,0,0.20000000000000284,6,129,150,97,152,301,332,305,"-1","1"
1,641786,"Lewis, Kyle",231,0.4,1,3,,4,2.002,0.919,0.517,1,1,99,28,2413,85.9,87,0,1,0,1.0999999999999943,6.7,116,154,122,150,297,312,285,"-1.5","1.5"
1,543543,"Miller, Brad",291,0.3,1,3,,4,2.002,1.348,0.846,1,1,108,20,2252,93.7,95,0,1,0,1.2999999999999972,7.1,114,150,129,154,312,335,319,"-1.8","1.8"
1,608348,"Kelly, Carson",482,0.2,1,3,,4,2.002,0.829,0.426,1,1,100.8,35,2086,94.8,93.9,0,1,0,-0.8999999999999915,5.9,87,145,118,142,309,327,292,"-1.6","1.6"
1,664901,"Mendick, Danny",267,0.4,1,3,,4,2.002,1.202,0.606,1,1,101.3,31,2450,94.7,95,0,1,0,0.29999999999999716,6.7,118,154,116,151,304,324,288,"-2.6","2.6"
1,672724,"Peraza, Oswald",599,0.2,1,3,,4,2.002,1.619,0.823,1,1,103.6,31,2692,81.1,80.7,0,1,0,-0.3999999999999915,6.4,86,145,120,150,269,326,286,"-1.9","1.9"
1,680814,"Burdick, Peyton",150,0.7,1,3,,4,2.002,1.978,0.983,1,1,108.1,27,2800,87.2,86.8,0,1,0,-0.4000000000000057,5.9,116,152,128,148,306,321,288,"-1","1"
1,686676,"Lee, Korey",213,0.5,1,3,,4,2.002,1.879,0.94,1,1,105.2,27,2215,84.2,85.9,0,1,0,1.7000000000000028,6.9,94,110,97,98,300,317,291,"-1.9","1.9"
1,682622,"Marte, Noelvi",328,0.3,1,3,,4,2.002,1.129,0.774,1,1,107.7,19,2238,95.3,95.9,0,1,0,0.6000000000000085,6.5,114,155,125,147,301,323,290,"-1","1"
1,677595,"Mauricio, Ronny",244,0.4,1,3,,4,2.002,2,1,1,1,112.4,27,2224,91.9,92.1,0,1,0,0.19999999999998863,6.5,86,140,120,149,294,311,299,"-1.5","1.5"
1,677800,"Abreu, Wilyer",269,0.4,1,3,,4,2.002,2,1,1,1,108.7,28,2410,92.9,92.4,0,1,0,-0.5,6,87,141,96,148,284,330,295,"-1.6","1.6"
1,666906,"Alu, Jake",575,0.2,1,3,,4,2.002,0.944,0.489,1,1,103.9,37,2303,92.1,92,0,1,0,-0.09999999999999432,6,122,145,102,153,281,309,309,"-1","1"
1,608701,"Refsnyder, Rob",975,0.1,1,3,,4,2.002,1.612,0.849,1,1,103,27,2230,92.3,92.6,0,1,0,0.29999999999999716,6.7,92,154,118,144,307,339,296,"-1","1"
1,656185,"Allen, Greg",106,0.9,1,3,,4,2.002,0.212,0.123,1,1,92.6,31,1884,94.4,97.5,0,1,0,3.0999999999999943,7.8,125,147,97,152,280,320,306,"-1","1"
1,666018,"Aranda, Jonathan",357,0.3,1,3,,4,2.002,2,1,1,1,107.4,33,2637,82.7,81.5,0,1,0,-1.2000000000000028,5.7,118,149,130,151,299,334,310,"-1","1"
1,642215,"Wilson, Weston",57,1.8,1,3,,4,2.002,1.916,0.94,1,1,106.2,31,2241,82.1,83.2,0,1,0,1.1000000000000085,6.9,119,152,119,148,307,330,295,"-1","1"
1,642137,"Thomas, Cody",198,0.5,1,3,,4,2.002,1.371,0.866,1,1,106.3,22,1869,86.8,87.3,0,1,0,0.5,6.5,88,143,120,142,289,332,288,"-1.8","1.8"
1,598265,"Bradley Jr., Jackie",408,0.2,1,3,,4,2.002,1.138,0.669,1,1,102.4,25,2871,86.8,86.9,0,1,0,0.10000000000000853,5.8,128,147,109,142,282,330,310,"-1.1","1.1"
1,670156,"Mastrobuoni, Miles",503,0.2,1,3,,4,2.002,1.879,0.94,1,1,105.4,27,2358,92,93,0,1,0,1,6.6,129,147,93,153,284,307,300,"-0.8","0.8"
1,682073,"Hensley, David",403,0.2,1,3,,4,2.002,1.689,0.894,1,1,105.9,23,1484,84.1,84,0,1,0,-0.09999999999999432,6.3,107,154,123,150,305,328,296,"-1","1"
1,672744,"Canario, Alexander",23,4.3,1,3,,4,2.002,,,1,1,,,2548,90.2,91.9,0,1,0,1.7000000000000028,6.9,115,149,113,146,302,322,299,"-2.9","2.9"
1,641511,"Delay, Jason",635,0.2,1,3,,4,2.002,1.67,0.886,1,1,105.4,24,2428,92.4,92.8,0,1,0,0.3999999999999915,6.6,107,153,122,152,285,314,291,"-1","1"
1,664059,"Haggerty, Sam",350,0.3,1,3,,4,2.002,1.026,0.611,1,1,101.3,25,2503,90,90.9,0,1,0,0.9000000000000057,6.6,106,154,112,146,300,331,286,"-1","1"